indicator,facility_id,state,year,quarter,month,facility_level,value,unit,cohort_direction
PMTCT ART Coverage,LAG015,LAGOS,,,,,52.08,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,LAG099,LAGOS,,,,,84.44,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,NAS999,LAGOS,,,,,71.43,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,TMP001,LAGOS,,,,,57.14,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,XXX999,LAGOS,,,,,66.67,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,LAG099,NASARAWA,,,,,52.17,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,NAS001,NASARAWA,,,,,20.0,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,NAS002,NASARAWA,,,,,7.69,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,NAS003,NASARAWA,,,,,22.22,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,NAS004,NASARAWA,,,,,54.9,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,NAS005,NASARAWA,,,,,69.9,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,NAS006,NASARAWA,,,,,32.35,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,NAS007,NASARAWA,,,,,35.0,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,NAS008,NASARAWA,,,,,0.0,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,NAS009,NASARAWA,,,,,37.5,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,NAS010,NASARAWA,,,,,84.49,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,NAS011,NASARAWA,,,,,55.17,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,NAS012,NASARAWA,,,,,68.09,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,NAS013,NASARAWA,,,,,69.44,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,NAS014,NASARAWA,,,,,81.7,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,NAS015,NASARAWA,,,,,78.92,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,NAS999,NASARAWA,,,,,75.0,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,TMP001,NASARAWA,,,,,71.43,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,XXX999,NASARAWA,,,,,57.14,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,LAG099,RIVERS,,,,,0.0,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,NAS999,RIVERS,,,,,74.07,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,RIV001,RIVERS,,,,,0.0,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,RIV002,RIVERS,,,,,73.12,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,RIV003,RIVERS,,,,,52.83,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,RIV004,RIVERS,,,,,51.11,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,RIV005,RIVERS,,,,,26.09,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,RIV006,RIVERS,,,,,81.48,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,RIV007,RIVERS,,,,,16.67,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,RIV008,RIVERS,,,,,81.42,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,RIV009,RIVERS,,,,,37.5,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,RIV010,RIVERS,,,,,64.04,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,RIV011,RIVERS,,,,,45.65,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,RIV012,RIVERS,,,,,53.52,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,RIV013,RIVERS,,,,,68.04,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,RIV014,RIVERS,,,,,43.64,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,RIV015,RIVERS,,,,,67.39,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,TMP001,RIVERS,,,,,55.56,Percent(Per pmtct_stat_pos),
PMTCT ART Coverage,XXX999,RIVERS,,,,,55.56,Percent(Per pmtct_stat_pos),
PMTCT Positivity,AKS001,AKWA IBOM,,,,,0.63,Percent(Per pmtct_stat),
PMTCT Positivity,AKS002,AKWA IBOM,,,,,0.67,Percent(Per pmtct_stat),
PMTCT Positivity,AKS003,AKWA IBOM,,,,,1.45,Percent(Per pmtct_stat),
PMTCT Positivity,AKS004,AKWA IBOM,,,,,2.6,Percent(Per pmtct_stat),
PMTCT Positivity,AKS005,AKWA IBOM,,,,,0.73,Percent(Per pmtct_stat),
PMTCT Positivity,AKS006,AKWA IBOM,,,,,2.05,Percent(Per pmtct_stat),
PMTCT Positivity,AKS007,AKWA IBOM,,,,,0.82,Percent(Per pmtct_stat),
PMTCT Positivity,AKS008,AKWA IBOM,,,,,1.17,Percent(Per pmtct_stat),
PMTCT Positivity,AKS009,AKWA IBOM,,,,,1.2,Percent(Per pmtct_stat),
PMTCT Positivity,AKS010,AKWA IBOM,,,,,1.13,Percent(Per pmtct_stat),
PMTCT Positivity,AKS011,AKWA IBOM,,,,,3.01,Percent(Per pmtct_stat),
PMTCT Positivity,AKS012,AKWA IBOM,,,,,2.67,Percent(Per pmtct_stat),
PMTCT Positivity,AKS013,AKWA IBOM,,,,,1.62,Percent(Per pmtct_stat),
PMTCT Positivity,AKS014,AKWA IBOM,,,,,1.79,Percent(Per pmtct_stat),
PMTCT Positivity,AKS015,AKWA IBOM,,,,,2.42,Percent(Per pmtct_stat),
PMTCT Positivity,LAG099,AKWA IBOM,,,,,1.26,Percent(Per pmtct_stat),
PMTCT Positivity,NAS999,AKWA IBOM,,,,,1.92,Percent(Per pmtct_stat),
PMTCT Positivity,TMP001,AKWA IBOM,,,,,2.24,Percent(Per pmtct_stat),
PMTCT Positivity,XXX999,AKWA IBOM,,,,,1.51,Percent(Per pmtct_stat),
PMTCT Positivity,BEN001,BENUE,,,,,0.48,Percent(Per pmtct_stat),
PMTCT Positivity,BEN002,BENUE,,,,,1.03,Percent(Per pmtct_stat),
PMTCT Positivity,BEN003,BENUE,,,,,1.96,Percent(Per pmtct_stat),
PMTCT Positivity,BEN004,BENUE,,,,,0.42,Percent(Per pmtct_stat),
PMTCT Positivity,BEN005,BENUE,,,,,1.34,Percent(Per pmtct_stat),
PMTCT Positivity,BEN006,BENUE,,,,,2.78,Percent(Per pmtct_stat),
PMTCT Positivity,BEN007,BENUE,,,,,0.96,Percent(Per pmtct_stat),
PMTCT Positivity,BEN008,BENUE,,,,,1.34,Percent(Per pmtct_stat),
PMTCT Positivity,BEN009,BENUE,,,,,1.07,Percent(Per pmtct_stat),
PMTCT Positivity,BEN010,BENUE,,,,,1.1,Percent(Per pmtct_stat),
PMTCT Positivity,BEN011,BENUE,,,,,2.1,Percent(Per pmtct_stat),
PMTCT Positivity,BEN012,BENUE,,,,,0.45,Percent(Per pmtct_stat),
PMTCT Positivity,BEN013,BENUE,,,,,2.73,Percent(Per pmtct_stat),
PMTCT Positivity,BEN014,BENUE,,,,,0.55,Percent(Per pmtct_stat),
PMTCT Positivity,BEN015,BENUE,,,,,2.81,Percent(Per pmtct_stat),
PMTCT Positivity,LAG099,BENUE,,,,,2.46,Percent(Per pmtct_stat),
PMTCT Positivity,NAS999,BENUE,,,,,1.41,Percent(Per pmtct_stat),
PMTCT Positivity,TMP001,BENUE,,,,,1.0,Percent(Per pmtct_stat),
PMTCT Positivity,XXX999,BENUE,,,,,1.19,Percent(Per pmtct_stat),
PMTCT Positivity,CRS001,CROSS RIVER,,,,,4.01,Percent(Per pmtct_stat),
PMTCT Positivity,CRS002,CROSS RIVER,,,,,2.95,Percent(Per pmtct_stat),
PMTCT Positivity,CRS003,CROSS RIVER,,,,,1.95,Percent(Per pmtct_stat),
PMTCT Positivity,CRS004,CROSS RIVER,,,,,1.66,Percent(Per pmtct_stat),
PMTCT Positivity,CRS005,CROSS RIVER,,,,,2.12,Percent(Per pmtct_stat),
PMTCT Positivity,CRS006,CROSS RIVER,,,,,2.25,Percent(Per pmtct_stat),
PMTCT Positivity,CRS007,CROSS RIVER,,,,,2.69,Percent(Per pmtct_stat),
PMTCT Positivity,CRS008,CROSS RIVER,,,,,2.68,Percent(Per pmtct_stat),
PMTCT Positivity,CRS009,CROSS RIVER,,,,,2.43,Percent(Per pmtct_stat),
PMTCT Positivity,CRS010,CROSS RIVER,,,,,0.6,Percent(Per pmtct_stat),
PMTCT Positivity,CRS011,CROSS RIVER,,,,,0.79,Percent(Per pmtct_stat),
PMTCT Positivity,CRS012,CROSS RIVER,,,,,1.07,Percent(Per pmtct_stat),
PMTCT Positivity,CRS013,CROSS RIVER,,,,,1.05,Percent(Per pmtct_stat),
PMTCT Positivity,CRS014,CROSS RIVER,,,,,1.11,Percent(Per pmtct_stat),
PMTCT Positivity,CRS015,CROSS RIVER,,,,,0.35,Percent(Per pmtct_stat),
PMTCT Positivity,LAG099,CROSS RIVER,,,,,1.97,Percent(Per pmtct_stat),
PMTCT Positivity,NAS999,CROSS RIVER,,,,,2.8,Percent(Per pmtct_stat),
PMTCT Positivity,TMP001,CROSS RIVER,,,,,2.27,Percent(Per pmtct_stat),
PMTCT Positivity,XXX999,CROSS RIVER,,,,,6.86,Percent(Per pmtct_stat),
PMTCT Positivity,FCT001,FCT,,,,,0.45,Percent(Per pmtct_stat),
PMTCT Positivity,FCT002,FCT,,,,,2.3,Percent(Per pmtct_stat),
PMTCT Positivity,FCT003,FCT,,,,,1.59,Percent(Per pmtct_stat),
PMTCT Positivity,FCT004,FCT,,,,,2.73,Percent(Per pmtct_stat),
PMTCT Positivity,FCT005,FCT,,,,,1.7,Percent(Per pmtct_stat),
PMTCT Positivity,FCT006,FCT,,,,,1.5,Percent(Per pmtct_stat),
PMTCT Positivity,FCT007,FCT,,,,,1.38,Percent(Per pmtct_stat),
PMTCT Positivity,FCT008,FCT,,,,,2.68,Percent(Per pmtct_stat),
PMTCT Positivity,FCT009,FCT,,,,,3.22,Percent(Per pmtct_stat),
PMTCT Positivity,FCT010,FCT,,,,,1.56,Percent(Per pmtct_stat),
PMTCT Positivity,FCT011,FCT,,,,,2.19,Percent(Per pmtct_stat),
PMTCT Positivity,FCT012,FCT,,,,,2.21,Percent(Per pmtct_stat),
PMTCT Positivity,FCT013,FCT,,,,,0.59,Percent(Per pmtct_stat),
PMTCT Positivity,FCT014,FCT,,,,,2.4,Percent(Per pmtct_stat),
PMTCT Positivity,FCT015,FCT,,,,,3.11,Percent(Per pmtct_stat),
PMTCT Positivity,LAG099,FCT,,,,,0.6,Percent(Per pmtct_stat),
PMTCT Positivity,NAS999,FCT,,,,,1.82,Percent(Per pmtct_stat),
PMTCT Positivity,TMP001,FCT,,,,,1.31,Percent(Per pmtct_stat),
PMTCT Positivity,XXX999,FCT,,,,,3.34,Percent(Per pmtct_stat),
PMTCT Positivity,KAD001,KADUNA,,,,,2.26,Percent(Per pmtct_stat),
PMTCT Positivity,KAD002,KADUNA,,,,,0.76,Percent(Per pmtct_stat),
PMTCT Positivity,KAD003,KADUNA,,,,,2.75,Percent(Per pmtct_stat),
PMTCT Positivity,KAD004,KADUNA,,,,,3.18,Percent(Per pmtct_stat),
PMTCT Positivity,KAD005,KADUNA,,,,,0.91,Percent(Per pmtct_stat),
PMTCT Positivity,KAD006,KADUNA,,,,,0.86,Percent(Per pmtct_stat),
PMTCT Positivity,KAD007,KADUNA,,,,,2.5,Percent(Per pmtct_stat),
PMTCT Positivity,KAD008,KADUNA,,,,,2.39,Percent(Per pmtct_stat),
PMTCT Positivity,KAD009,KADUNA,,,,,2.9,Percent(Per pmtct_stat),
PMTCT Positivity,KAD010,KADUNA,,,,,2.74,Percent(Per pmtct_stat),
PMTCT Positivity,KAD011,KADUNA,,,,,2.01,Percent(Per pmtct_stat),
PMTCT Positivity,KAD012,KADUNA,,,,,1.34,Percent(Per pmtct_stat),
PMTCT Positivity,KAD013,KADUNA,,,,,2.38,Percent(Per pmtct_stat),
PMTCT Positivity,KAD014,KADUNA,,,,,2.28,Percent(Per pmtct_stat),
PMTCT Positivity,KAD015,KADUNA,,,,,1.39,Percent(Per pmtct_stat),
PMTCT Positivity,LAG099,KADUNA,,,,,2.07,Percent(Per pmtct_stat),
PMTCT Positivity,NAS999,KADUNA,,,,,2.93,Percent(Per pmtct_stat),
PMTCT Positivity,TMP001,KADUNA,,,,,2.9,Percent(Per pmtct_stat),
PMTCT Positivity,XXX999,KADUNA,,,,,1.04,Percent(Per pmtct_stat),
PMTCT Positivity,LAG001,LAGOS,,,,,1.4,Percent(Per pmtct_stat),
PMTCT Positivity,LAG002,LAGOS,,,,,3.0,Percent(Per pmtct_stat),
PMTCT Positivity,LAG003,LAGOS,,,,,2.48,Percent(Per pmtct_stat),
PMTCT Positivity,LAG004,LAGOS,,,,,1.25,Percent(Per pmtct_stat),
PMTCT Positivity,LAG005,LAGOS,,,,,1.62,Percent(Per pmtct_stat),
PMTCT Positivity,LAG006,LAGOS,,,,,1.22,Percent(Per pmtct_stat),
PMTCT Positivity,LAG007,LAGOS,,,,,1.91,Percent(Per pmtct_stat),
PMTCT Positivity,LAG008,LAGOS,,,,,1.1,Percent(Per pmtct_stat),
PMTCT Positivity,LAG009,LAGOS,,,,,1.28,Percent(Per pmtct_stat),
PMTCT Positivity,LAG010,LAGOS,,,,,2.08,Percent(Per pmtct_stat),
PMTCT Positivity,LAG011,LAGOS,,,,,1.29,Percent(Per pmtct_stat),
PMTCT Positivity,LAG012,LAGOS,,,,,2.76,Percent(Per pmtct_stat),
PMTCT Positivity,LAG013,LAGOS,,,,,2.67,Percent(Per pmtct_stat),
PMTCT Positivity,LAG014,LAGOS,,,,,0.81,Percent(Per pmtct_stat),
PMTCT Positivity,LAG015,LAGOS,,,,,2.88,Percent(Per pmtct_stat),
PMTCT Positivity,LAG099,LAGOS,,,,,2.65,Percent(Per pmtct_stat),
PMTCT Positivity,NAS999,LAGOS,,,,,1.89,Percent(Per pmtct_stat),
PMTCT Positivity,TMP001,LAGOS,,,,,1.61,Percent(Per pmtct_stat),
PMTCT Positivity,XXX999,LAGOS,,,,,1.85,Percent(Per pmtct_stat),
PMTCT Positivity,LAG099,NASARAWA,,,,,1.47,Percent(Per pmtct_stat),
PMTCT Positivity,NAS001,NASARAWA,,,,,0.41,Percent(Per pmtct_stat),
PMTCT Positivity,NAS002,NASARAWA,,,,,0.41,Percent(Per pmtct_stat),
PMTCT Positivity,NAS003,NASARAWA,,,,,0.91,Percent(Per pmtct_stat),
PMTCT Positivity,NAS004,NASARAWA,,,,,2.22,Percent(Per pmtct_stat),
PMTCT Positivity,NAS005,NASARAWA,,,,,1.23,Percent(Per pmtct_stat),
PMTCT Positivity,NAS006,NASARAWA,,,,,1.82,Percent(Per pmtct_stat),
PMTCT Positivity,NAS007,NASARAWA,,,,,0.42,Percent(Per pmtct_stat),
PMTCT Positivity,NAS008,NASARAWA,,,,,0.96,Percent(Per pmtct_stat),
PMTCT Positivity,NAS009,NASARAWA,,,,,0.51,Percent(Per pmtct_stat),
PMTCT Positivity,NAS010,NASARAWA,,,,,3.21,Percent(Per pmtct_stat),
PMTCT Positivity,NAS011,NASARAWA,,,,,0.78,Percent(Per pmtct_stat),
PMTCT Positivity,NAS012,NASARAWA,,,,,1.49,Percent(Per pmtct_stat),
PMTCT Positivity,NAS013,NASARAWA,,,,,2.98,Percent(Per pmtct_stat),
PMTCT Positivity,NAS014,NASARAWA,,,,,1.47,Percent(Per pmtct_stat),
PMTCT Positivity,NAS015,NASARAWA,,,,,3.17,Percent(Per pmtct_stat),
PMTCT Positivity,NAS999,NASARAWA,,,,,1.11,Percent(Per pmtct_stat),
PMTCT Positivity,TMP001,NASARAWA,,,,,1.48,Percent(Per pmtct_stat),
PMTCT Positivity,XXX999,NASARAWA,,,,,0.96,Percent(Per pmtct_stat),
PMTCT Positivity,LAG099,RIVERS,,,,,1.53,Percent(Per pmtct_stat),
PMTCT Positivity,NAS999,RIVERS,,,,,2.45,Percent(Per pmtct_stat),
PMTCT Positivity,RIV001,RIVERS,,,,,0.28,Percent(Per pmtct_stat),
PMTCT Positivity,RIV002,RIVERS,,,,,1.25,Percent(Per pmtct_stat),
PMTCT Positivity,RIV003,RIVERS,,,,,2.45,Percent(Per pmtct_stat),
PMTCT Positivity,RIV004,RIVERS,,,,,1.59,Percent(Per pmtct_stat),
PMTCT Positivity,RIV005,RIVERS,,,,,2.08,Percent(Per pmtct_stat),
PMTCT Positivity,RIV006,RIVERS,,,,,3.1,Percent(Per pmtct_stat),
PMTCT Positivity,RIV007,RIVERS,,,,,0.52,Percent(Per pmtct_stat),
PMTCT Positivity,RIV008,RIVERS,,,,,2.43,Percent(Per pmtct_stat),
PMTCT Positivity,RIV009,RIVERS,,,,,0.7,Percent(Per pmtct_stat),
PMTCT Positivity,RIV010,RIVERS,,,,,1.61,Percent(Per pmtct_stat),
PMTCT Positivity,RIV011,RIVERS,,,,,2.1,Percent(Per pmtct_stat),
PMTCT Positivity,RIV012,RIVERS,,,,,1.67,Percent(Per pmtct_stat),
PMTCT Positivity,RIV013,RIVERS,,,,,2.26,Percent(Per pmtct_stat),
PMTCT Positivity,RIV014,RIVERS,,,,,0.74,Percent(Per pmtct_stat),
PMTCT Positivity,RIV015,RIVERS,,,,,3.39,Percent(Per pmtct_stat),
PMTCT Positivity,TMP001,RIVERS,,,,,1.18,Percent(Per pmtct_stat),
PMTCT Positivity,XXX999,RIVERS,,,,,1.97,Percent(Per pmtct_stat),
Reporting Completeness,AKS001,AKWA IBOM,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS001,AKWA IBOM,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS001,AKWA IBOM,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS001,AKWA IBOM,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS001,AKWA IBOM,,,5,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS001,AKWA IBOM,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS001,AKWA IBOM,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS001,AKWA IBOM,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS001,AKWA IBOM,,,9,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS001,AKWA IBOM,,,10,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS001,AKWA IBOM,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS001,AKWA IBOM,,,12,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS002,AKWA IBOM,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS002,AKWA IBOM,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS002,AKWA IBOM,,,3,,100.0,Percent (Per expected reports),
Reporting Completeness,AKS002,AKWA IBOM,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS002,AKWA IBOM,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS002,AKWA IBOM,,,6,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS002,AKWA IBOM,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS002,AKWA IBOM,,,8,,25.0,Percent (Per expected reports),
Reporting Completeness,AKS002,AKWA IBOM,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS002,AKWA IBOM,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS002,AKWA IBOM,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS002,AKWA IBOM,,,12,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS003,AKWA IBOM,,,1,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS003,AKWA IBOM,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS003,AKWA IBOM,,,3,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS003,AKWA IBOM,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS003,AKWA IBOM,,,5,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS003,AKWA IBOM,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS003,AKWA IBOM,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS003,AKWA IBOM,,,8,,100.0,Percent (Per expected reports),
Reporting Completeness,AKS003,AKWA IBOM,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS003,AKWA IBOM,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS003,AKWA IBOM,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS003,AKWA IBOM,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS004,AKWA IBOM,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS004,AKWA IBOM,,,2,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS004,AKWA IBOM,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS004,AKWA IBOM,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS004,AKWA IBOM,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS004,AKWA IBOM,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS004,AKWA IBOM,,,7,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS004,AKWA IBOM,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS004,AKWA IBOM,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS004,AKWA IBOM,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS004,AKWA IBOM,,,11,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS004,AKWA IBOM,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS005,AKWA IBOM,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS005,AKWA IBOM,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS005,AKWA IBOM,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS005,AKWA IBOM,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS005,AKWA IBOM,,,5,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS005,AKWA IBOM,,,6,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS005,AKWA IBOM,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS005,AKWA IBOM,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS005,AKWA IBOM,,,9,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS005,AKWA IBOM,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS005,AKWA IBOM,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS005,AKWA IBOM,,,12,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS006,AKWA IBOM,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS006,AKWA IBOM,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS006,AKWA IBOM,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS006,AKWA IBOM,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS006,AKWA IBOM,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS006,AKWA IBOM,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS006,AKWA IBOM,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS006,AKWA IBOM,,,8,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS006,AKWA IBOM,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS006,AKWA IBOM,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS006,AKWA IBOM,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS006,AKWA IBOM,,,12,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS007,AKWA IBOM,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS007,AKWA IBOM,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS007,AKWA IBOM,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS007,AKWA IBOM,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS007,AKWA IBOM,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS007,AKWA IBOM,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS007,AKWA IBOM,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS007,AKWA IBOM,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS007,AKWA IBOM,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS007,AKWA IBOM,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS007,AKWA IBOM,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS007,AKWA IBOM,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS008,AKWA IBOM,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS008,AKWA IBOM,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS008,AKWA IBOM,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS008,AKWA IBOM,,,4,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS008,AKWA IBOM,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS008,AKWA IBOM,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS008,AKWA IBOM,,,7,,100.0,Percent (Per expected reports),
Reporting Completeness,AKS008,AKWA IBOM,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS008,AKWA IBOM,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS008,AKWA IBOM,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS008,AKWA IBOM,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS008,AKWA IBOM,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS009,AKWA IBOM,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS009,AKWA IBOM,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS009,AKWA IBOM,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS009,AKWA IBOM,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS009,AKWA IBOM,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS009,AKWA IBOM,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS009,AKWA IBOM,,,7,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS009,AKWA IBOM,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS009,AKWA IBOM,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS009,AKWA IBOM,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS009,AKWA IBOM,,,11,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS009,AKWA IBOM,,,12,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS010,AKWA IBOM,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS010,AKWA IBOM,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS010,AKWA IBOM,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS010,AKWA IBOM,,,4,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS010,AKWA IBOM,,,5,,50.0,Percent (Per expected reports),
Reporting Completeness,AKS010,AKWA IBOM,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,AKS010,AKWA IBOM,,,7,,33.33,Percent (Per expected reports),
