facility_id,report_month,sex,age_band,hts_tst,hts_tst_pos
AKS006,2024-08,Male,50+,24,0
AKS006,2024-09,F,<15,23,0
AKS006,2024-09,Female,15-24,73,0
AKS006,2024-09,female,25-34,85,2
AKS006,2024-09,Female,35-49,58,1
AKS006,2024-09,Female,50+,28,0
AKS006,2024-09,Male,<15,16,0
AKS006,2024-09,Male,15-24,56,0
AKS006,2024-09,Male,25-34,65,1
AKS006,2024-09,male,35-49,36,0
AKS006,2024-09,Male,50+,19,0
AKS006,2024-10,Female,<15,32,0
AKS006,2024-10,Female,15-24,95,2
AKS006,2024-10,Female,25-34,91,4
AKS006,2024-10,Female,35-49,69,3
AKS006,2024-10,Female,50+,29,0
AKS006,2024-10,Male,0-14,20,0
AKS006,2024-10,Male,15-24,68,1
AKS006,2024-10,Male,25-34,72,3
AKS006,2024-10,M,35-49,44,2
AKS006,2024-10,Male,50 and above,24,0
AKS006,2024-11,F,0-14,25,0
AKS006,2024-11,Female,15-24,68,1
AKS006,2024-11,Female,25-34,79,4
AKS006,2024-11,Female,35-49,52,2
AKS006,2024-11,Female,50+,24,0
AKS006,2024-11,Male,<15,21,0
AKS006,2024-11,Male,15-24,48,1
AKS006,2024-11,Male,25-34,52,2
AKS006,2024-11,Male,35-49,41,2
AKS006,2024-11,Male,50+,16,0
AKS006,2024-12,Female,<15,29,0
AKS006,2024-12,Female,15-24,75,1
AKS006,2024-12,Female,25-34,93,3
AKS006,2024-12,Female,35-49,61,2
AKS006,2024-12,Female,50+,30,0
AKS006,2024-12,Male,<15,19,0
AKS006,2024-12,Male,15-24,66,1
AKS006,2024-12,M,25-34,53,1
AKS006,2024-12,Male,35-49,45,1
AKS006,2024-12,Male,50+,23,0
AKS007,2024-01,Female,<15,66,0
AKS007,2024-01,Female,15-24,183,1
AKS007,2024-01,Female,25-34,206,3
AKS007,2024-01,Female,35-49,136,2
AKS007,2024-01,Female,50+,67,0
AKS007,2024-01,Male,<15,41,0
AKS007,2024-01,Male,15-24,129,0
AKS007,2024-01,Male,25-34,145,2
AKS007,2024-01,Male,35-49,114,1
AKS007,2024-01,male,50+,48,0
AKS007,2024-02,Female,<15,69,0
AKS007,2024-02,Female,15-24,155,1
AKS007,2024-02,Female,25-34,166,3
AKS007,2024-02,F,35-49,159,3
AKS007,2024-02,Female,50+,61,0
AKS007,2024-02,Male,<15,49,0
AKS007,2024-02,Male,15-24,112,1
AKS007,2024-02,M,25-34,124,2
AKS007,2024-02,Male,35-49,108,2
AKS007,2024-02,Male,50+,48,0
AKS007,2024-03,Female,<15,78,0
AKS007,2024-03,F,15-24,217,2
AKS007,2024-03,Female,25-34,230,4
AKS007,2024-03,Female,35-49,150,3
AKS007,2024-03,Female,50+,74,0
AKS007,2024-03,M,<15,47,0
AKS007,2024-03,M,15-24,162,1
AKS007,2024-03,Male,25-34,145,2
AKS007,2024-03,Male,35-49,138,2
AKS007,2024-03,Male,50+,49,0
AKS007,2024-04,Female,<15,77,0
AKS007,2024-04,Female,15-24,180,1
AKS007,2024-04,Female,25-34,209,2
AKS007,2024-04,Female,35-49,131,1
AKS007,2024-04,F,50+,65,0
AKS007,2024-04,Male,<15,51,0
AKS007,2024-04,Male,15-24,127,0
AKS007,2024-04,Male,25-34,157,1
AKS007,2024-04,Male,35-49,99,1
AKS007,2024-04,Male,50+,44,0
AKS007,2024-05,Female,<15,60,0
AKS007,2024-05,Female,15-24,199,1
AKS007,2024-05,female,25-34,,4
AKS007,2024-05,Female,35-49,163,2
AKS007,2024-05,Female,50+,73,0
AKS007,2024-05,Male,<15,56,0
AKS007,2024-05,Male,15 - 24,N/A,1
AKS007,2024-05,M,25-34,153,2
AKS007,2024-05,Male,35-49,117,2
AKS007,2024-05,Male,50+,48,0
AKS007,2024-06,Female,<15,67,0
AKS007,2024-06,F,15-24,214,1
AKS007,2024-06,Female,25-34,199,3
AKS007,2024-06,Female,35-49,170,2
AKS007,2024-06,Female,50+,77,0
AKS007,2024-06,M,<15,51,0
AKS007,2024-06,Male,15-24,142,1
AKS007,2024-06,Male,25-34,177,2
AKS007,2024-06,Male,35-49,106,1
AKS007,2024-06,M,50+,50,0
AKS007,2024-07,F,<15,63,0
AKS007,2024-07,Female,15-24,189,2
AKS007,2024-07,Female,25-34,217,4
AKS007,2024-07,Female,35-49,129,2
AKS007,2024-07,Female,50 and above,73,0
AKS007,2024-07,Male,<15,43,0
AKS007,2024-07,Male,15-24,145,1
AKS007,2024-07,Male,25-34,136,3
AKS007,2024-07,Male,35-49,114,2
AKS007,2024-07,Male,50+,48,0
AKS007,2024-08,F,<15,72,0
AKS007,2024-08,Female,15-24,176,2
AKS007,2024-08,Female,25-34,219,5
AKS007,2024-08,Female,35-49,147,3
AKS007,2024-08,Female,50+,,0
AKS007,2024-08,Male,<15,61,0
AKS007,2024-08,M,15-24,130,1
AKS007,2024-08,Male,25-34,137,3
AKS007,2024-08,male,35-49,115,2
AKS007,2024-08,Male,50+,53,0
AKS007,2024-09,F,<15,67,0
AKS007,2024-09,F,15-24,189,2
AKS007,2024-09,Female,25-34,232,5
AKS007,2024-09,Female,35-49,154,
AKS007,2024-09,Female,50+,70,0
AKS007,2024-09,Male,<15,54,0
AKS007,2024-09,Male,15-24,127,1
AKS007,2024-09,Male,25-34,174,3
AKS007,2024-09,Male,35-49,104,2
AKS007,2024-09,Male,50+,55,0
AKS007,2024-10,Female,<15,49,0
AKS007,2024-10,Female,15-24,129,0
AKS007,2024-10,Female,25-34,172,2
AKS007,2024-10,Female,35-49,105,1
AKS007,2024-10,Female,50+,50,0
AKS007,2024-10,Male,<15,34,0
AKS007,2024-10,Male,15-24,117,0
AKS007,2024-10,Male,25-34,95,1
AKS007,2024-10,Male,35-49,80,1
AKS007,2024-10,Male,50+,40,0
AKS007,2024-11,Female,<15,70,0
AKS007,2024-11,Female,15-24,183,1
AKS007,2024-11,Female,25-34,166,2
AKS007,2024-11,F,35-49,143,2
AKS007,2024-11,Female,50+,68,0
AKS007,2024-11,Male,<15,36,0
AKS007,2024-11,Male,15-24,128,1
AKS007,2024-11,M,25-34,147,2
AKS007,2024-11,M,35-49,98,1
AKS007,2024-11,Male,50+,47,0
AKS007,2024-12,Female,0-14,60,1
AKS007,2024-12,Female,15 - 24,154,2
AKS007,2024-12,Female,25-34,186,6
AKS007,2024-12,Female,35-49,138,4
AKS007,2024-12,F,50+,56,0
AKS007,2024-12,Male,<15,43,0
AKS007,2024-12,Male,15-24,126,2
AKS007,2024-12,Male,25-34,127,4
AKS007,2024-12,M,35-49,98,3
AKS007,2024-12,Male,50+,35,0
AKS008,2024-01,Female,<15,4,0
AKS008,2024-01,Female,15-24,12,0
AKS008,2024-01,Female,25-34,12,0
AKS008,2024-01,F,35-49,8,0
AKS008,2024-01,Female,50+,4,0
AKS008,2024-01,Male,<15,3,0
AKS008,2024-01,Male,15-24,7,0
AKS008,2024-01,M,25-34,9,0
AKS008,2024-01,Male,35-49,7,0
AKS008,2024-01,Male,50+,3,0
AKS008,2024-02,Female,<15,5,0
AKS008,2024-02,Female,15-24,15,0
AKS008,2024-02,Female,25-34,17,1
AKS008,2024-02,Female,35-49,12,0
AKS008,2024-02,Female,50+,4,0
AKS008,2024-02,Male,<15,3,0
AKS008,2024-02,Male,15-24,10,0
AKS008,2024-02,Male,25-34,,0
AKS008,2024-02,Male,35-49,9,0
AKS008,2024-02,Male,50+,4,0
AKS008,2024-03,Female,<15,6,0
AKS008,2024-03,Female,15-24,17,0
AKS008,2024-03,Female,25-34,17,0
AKS008,2024-03,Female,35-49,14,0
AKS008,2024-03,Female,50+,5,0
AKS008,2024-03,Male,<15,4,0
AKS008,2024-03,male,15-24,13,0
AKS008,2024-03,Male,25-34,12,0
AKS008,2024-03,Male,35-49,9,0
AKS008,2024-03,Male,50+,4,0
AKS008,2024-04,F,<15,6,0
AKS008,2024-04,Female,15-24,20,0
AKS008,2024-04,Female,25-34,23,0
AKS008,2024-04,Female,35-49,12,0
AKS008,2024-04,Female,50+,6,0
AKS008,2024-04,Male,<15,4,0
AKS008,2024-04,Male,15-24,13,0
AKS008,2024-04,Male,25-34,14,0
AKS008,2024-04,Male,35-49,10,0
AKS008,2024-04,Male,50+,5,0
AKS008,2024-05,Female,<15,7,0
AKS008,2024-05,Female,15-24,19,0
AKS008,2024-05,Female,25-34,18,0
AKS008,2024-05,F,35-49,15,0
AKS008,2024-05,Female,50+,7,0
AKS008,2024-05,Male,<15,4,0
AKS008,2024-05,M,15-24,14,0
AKS008,2024-05,Male,25-34,14,0
AKS008,2024-05,M,35-49,11,0
AKS008,2024-05,Male,50+,4,0
AKS008,2024-06,Female,<15,6,0
AKS008,2024-06,Female,15-24,18,0
AKS008,2024-06,Female,25-34,23,1
AKS008,2024-06,Female,35-49,14,0
AKS008,2024-06,Female,50+,7,0
AKS008,2024-06,M,<15,4,0
AKS008,2024-06,Male,15-24,14,0
AKS008,2024-06,Male,25-34,14,0
AKS008,2024-06,Male,35-49,11,0
AKS008,2024-06,Male,50+,5,0
AKS008,2024-07,Female,<15,7,0
AKS008,2024-07,Female,15-24,18,0
AKS008,2024-07,Female,25-34,18,N/A
AKS008,2024-07,Female,35-49,15,0
AKS008,2024-07,Female,50+,6,0
AKS008,2024-07,M,<15,4,0
AKS008,2024-07,Male,15-24,14,0
AKS008,2024-07,Male,25-34,13,0
AKS008,2024-07,Male,35-49,10,0
AKS008,2024-07,Male,50+,4,0
AKS008,2024-08,Female,<15,6,0
AKS008,2024-08,Female,15-24,19,0
AKS008,2024-08,Female,25-34,20,0
AKS008,2024-08,Female,35-49,13,0
AKS008,2024-08,Female,50+,7,0
AKS008,2024-08,Male,<15,5,0
AKS008,2024-08,Male,15 - 24,14,0
AKS008,2024-08,Male,25-34,13,0
AKS008,2024-08,Male,35-49,10,0
AKS008,2024-08,male,50+,4,0
AKS008,2024-09,female,<15,6,0
AKS008,2024-09,Female,15-24,16,0
AKS008,2024-09,Female,25-34,17,0
AKS008,2024-09,Female,35-49,11,0
AKS008,2024-09,Female,50+,6,0
AKS008,2024-09,Male,<15,4,0
AKS008,2024-09,Male,15-24,12,0
AKS008,2024-09,Male,25-34,11,0
AKS008,2024-09,Male,35-49,9,0
AKS008,2024-09,Male,50+,3,0
AKS008,2024-10,female,<15,4,0
AKS008,2024-10,Female,15-24,13,0
AKS008,2024-10,Female,25-34,16,0
AKS008,2024-10,Female,35-49,9,0
AKS008,2024-10,F,50+,5,0
AKS008,2024-10,Male,<15,3,0
AKS008,2024-10,Male,15-24,10,0
AKS008,2024-10,Male,25-34,11,0
AKS008,2024-10,Male,35-49,7,0
AKS008,2024-10,Male,50+,2,0
AKS008,2024-11,F,<15,4,0
AKS008,2024-11,Female,15-24,16,0
AKS008,2024-11,Female,25-34,14,0
AKS008,2024-11,Female,35-49,9,0
AKS008,2024-11,Female,50+,4,0
AKS008,2024-11,Male,<15,3,0
AKS008,2024-11,Male,15-24,9,0
AKS008,2024-11,Male,25-34,11,0
AKS008,2024-11,Male,35-49,6,0
AKS008,2024-11,Male,50+,3,0
AKS008,2024-12,Female,<15,4,0
AKS008,2024-12,F,15-24,13,0
AKS008,2024-12,Female,25-34,14,0
AKS008,2024-12,Female,35-49,9,0
AKS008,2024-12,Female,50 and above,5,0
AKS008,2024-12,Male,<15,2,0
AKS008,2024-12,Male,15-24,9,0
AKS008,2024-12,Male,25-34,10,0
AKS008,2024-12,Male,35-49,8,0
AKS008,2024-12,Male,50+,3,0
AKS009,2024-01,Female,<15,6,0
AKS009,2024-01,Female,15-24,13,0
AKS009,2024-01,Female,25-34,15,0
AKS009,2024-01,Female,35-49,12,0
AKS009,2024-01,Female,50+,6,0
AKS009,2024-01,Male,<15,3,0
AKS009,2024-01,Male,15-24,11,0
AKS009,2024-01,Male,25-34,12,0
AKS009,2024-01,Male,35-49,7,0
AKS009,2024-01,Male,50+,3,0
AKS009,2024-02,Female,<15,4,0
AKS009,2024-02,Female,15-24,14,0
AKS009,2024-02,Female,25-34,13,0
AKS009,2024-02,Female,35-49,10,0
AKS009,2024-02,Female,50+,4,0
AKS009,2024-02,Male,<15,3,0
AKS009,2024-02,M,15-24,8,0
AKS009,2024-02,Male,25-34,10,0
AKS009,2024-02,Male,35-49,8,0
AKS009,2024-02,Male,50+,3,0
AKS009,2024-03,Female,<15,5,0
AKS009,2024-03,Female,15-24,12,0
AKS009,2024-03,Female,25-34,13,0
AKS009,2024-03,Female,35-49,9,0
AKS009,2024-03,Female,50+,4,0
AKS009,2024-03,Male,<15,2,0
AKS009,2024-03,Male,15-24,9,0
AKS009,2024-03,Male,25-34,9,0
AKS009,2024-03,Male,35-49,7,0
AKS009,2024-03,Male,50+,3,0
AKS009,2024-04,Female,<15,4,0
AKS009,2024-04,Female,15-24,13,0
AKS009,2024-04,Female,25-34,14,0
AKS009,2024-04,Female,35-49,11,0
AKS009,2024-04,Female,50 and above,4,0
AKS009,2024-04,male,<15,3,0
AKS009,2024-04,M,15-24,8,0
AKS009,2024-04,Male,25-34,11,0
AKS009,2024-04,M,35-49,8,0
AKS009,2024-04,Male,50+,2,0
AKS009,2024-05,Female,<15,7,0
AKS009,2024-05,Female,15-24,18,0
AKS009,2024-05,Female,25-34,18,1
AKS009,2024-05,Female,35-49,16,1
AKS009,2024-05,female,50+,6,0
AKS009,2024-05,Male,<15,4,0
AKS009,2024-05,Male,15-24,12,0
AKS009,2024-05,Male,25-34,15,1
AKS009,2024-05,Male,35-49,10,1
AKS009,2024-05,Male,50+,5,0
AKS009,2024-06,f,<15,6,0
AKS009,2024-06,F,15-24,14,0
AKS009,2024-06,Female,25-34,18,0
AKS009,2024-06,Female,35-49,11,0
AKS009,2024-06,F,50+,5,0
AKS009,2024-06,Male,<15,4,0
AKS009,2024-06,Male,15-24,12,0
AKS009,2024-06,Male,25-34,10,0
AKS009,2024-06,Male,35-49,9,0
AKS009,2024-06,Male,50+,4,0
AKS009,2024-07,F,<15,6,0
AKS009,2024-07,Female,15-24,17,0
AKS009,2024-07,F,25-34,16,1
AKS009,2024-07,F,35-49,15,1
AKS009,2024-07,Female,50+,7,0
AKS009,2024-07,male,<15,4,0
AKS009,2024-07,male,15-24,14,0
AKS009,2024-07,Male,25-34,13,1
AKS009,2024-07,Male,35-49,10,0
AKS009,2024-07,Male,50+,4,0
AKS009,2024-08,Female,<15,4,0
AKS009,2024-08,Female,15-24,10,0
AKS009,2024-08,Female,25-34,13,0
AKS009,2024-08,Female,35-49,8,0
AKS009,2024-08,F,50+,4,0
AKS009,2024-08,Male,<15,2,0
AKS009,2024-08,Male,15-24,8,0
AKS009,2024-08,Male,25-34,8,0
AKS009,2024-08,Male,35-49,6,0
AKS009,2024-08,Male,50+,2,0
AKS009,2024-09,Female,<15,7,0
AKS009,2024-09,Female,15-24,17,0
AKS009,2024-09,Female,25-34,19,1
AKS009,2024-09,Female,35-49,11,0
AKS009,2024-09,Female,50+,5,0
AKS009,2024-09,Male,0-14,5,0
AKS009,2024-09,Male,15-24,12,0
AKS009,2024-09,M,25-34,12,1
AKS009,2024-09,Male,35-49,9,0
AKS009,2024-09,Male,50+,4,0
AKS009,2024-10,F,<15,6,0
AKS009,2024-10,Female,15-24,15,0
AKS009,2024-10,Female,25-34,19,1
AKS009,2024-10,Female,35-49,12,0
AKS009,2024-10,Female,50+,4,0
AKS009,2024-10,Male,<15,4,0
AKS009,2024-10,Male,15-24,11,0
AKS009,2024-10,Male,25-34,12,0
AKS009,2024-10,Male,35-49,9,0
AKS009,2024-10,Male,50+,4,0
AKS009,2024-11,Female,<15,6,0
AKS009,2024-11,Female,15-24,14,0
AKS009,2024-11,Female,25-34,15,0
AKS009,2024-11,Female,35-49,12,0
AKS009,2024-11,Female,50+,5,0
AKS009,2024-11,Male,<15,4,0
AKS009,2024-11,Male,15-24,-,0
AKS009,2024-11,M,25-34,11,0
AKS009,2024-11,Male,35-49,8,0
AKS009,2024-11,Male,50+,4,0
AKS009,2024-12,Female,<15,6,0
AKS009,2024-12,Female,15-24,13,0
AKS009,2024-12,female,25-34,18,1
AKS009,2024-12,Female,35-49,11,1
AKS009,2024-12,Female,50+,5,0
AKS009,2024-12,Male,<15,3,0
AKS009,2024-12,Male,15-24,10,0
AKS009,2024-12,M,25-34,11,1
AKS009,2024-12,Male,35-49,9,1
AKS009,2024-12,M,50+,4,0
AKS010,2024-01,Female,<15,23,0
AKS010,2024-01,Female,15-24,72,0
AKS010,2024-01,Female,25-34,73,1
AKS010,2024-01,Female,35-49,56,1
AKS010,2024-01,Female,50+,26,0
AKS010,2024-01,Male,<15,17,0
AKS010,2024-01,Male,15-24,48,0
AKS010,2024-01,Male,25-34,55,1
AKS010,2024-01,male,35-49,43,0
AKS010,2024-01,Male,50+,18,0
AKS010,2024-02,Female,<15,42,0
AKS010,2024-02,F,15-24,118,1
AKS010,2024-02,Female,25-34,104,2
AKS010,2024-02,Female,35-49,80,1
AKS010,2024-02,Female,50+,40,0
AKS010,2024-02,Male,<15,28,0
AKS010,2024-02,Male,15-24,73,0
AKS010,2024-02,Male,25-34,94,2
AKS010,2024-02,Male,35-49,60,1
AKS010,2024-02,Male,50+,23,0
AKS010,2024-03,Female,<15,42,0
AKS010,2024-03,female,15-24,123,2
AKS010,2024-03,F,25-34,103,3
AKS010,2024-03,Female,35-49,85,3
AKS010,2024-03,Female,50+,36,0
AKS010,2024-03,Male,<15,26,0
AKS010,2024-03,Male,15-24,88,1
AKS010,2024-03,Male,25-34,77,2
AKS010,2024-03,Male,35-49,64,2
AKS010,2024-03,Male,50+,26,0
AKS010,2024-04,Female,<15,39,0
AKS010,2024-04,Female,15-24,89,1
AKS010,2024-04,Female,25-34,112,4
AKS010,2024-04,Female,35-49,73,2
AKS010,2024-04,Female,50 and above,36,0
AKS010,2024-04,Male,<15,25,0
AKS010,2024-04,Male,15-24,77,1
AKS010,2024-04,Male,25-34,68,2
AKS010,2024-04,Male,35-49,58,2
AKS010,2024-04,M,50+,24,0
AKS010,2024-05,F,<15,49,0
AKS010,2024-05,Female,15-24,114,1
AKS010,2024-05,female,25-34,129,3
AKS010,2024-05,Female,35-49,91,2
AKS010,2024-05,female,50+,40,0
AKS010,2024-05,Male,<15,27,0
AKS010,2024-05,M,15-24,77,1
AKS010,2024-05,Male,25-34,92,2
AKS010,2024-05,Male,35-49,75,2
AKS010,2024-05,Male,50+,34,0
AKS010,2024-06,Female,<15,36,0
AKS010,2024-06,F,15-24,81,1
AKS010,2024-06,Female,25-34,112,5
AKS010,2024-06,Female,35-49,78,3
AKS010,2024-06,F,50+,30,0
AKS010,2024-06,Male,<15,27,0
AKS010,2024-06,male,15-24,67,1
AKS010,2024-06,Male,25-34,69,3
AKS010,2024-06,Male,35-49,55,2
AKS010,2024-06,Male,50+,25,0
AKS010,2024-07,Female,<15,41,0
AKS010,2024-07,F,15-24,126,0
AKS010,2024-07,Female,25-34,127,1
AKS010,2024-07,Female,35-49,101,1
AKS010,2024-07,Female,50+,43,0
AKS010,2024-07,M,<15,35,0
AKS010,2024-07,Male,15 - 24,87,0
AKS010,2024-07,Male,25-34,93,1
AKS010,2024-07,M,35-49,72,1
AKS010,2024-07,Male,50+,29,0
AKS010,2024-08,Female,<15,42,0
AKS010,2024-08,female,15-24,111,1
AKS010,2024-08,Female,25-34,123,3
AKS010,2024-08,female,35-49,87,2
AKS010,2024-08,Female,50+,41,0
AKS010,2024-08,Male,<15,34,0
AKS010,2024-08,Male,15-24,74,1
AKS010,2024-08,Male,25-34,89,2
AKS010,2024-08,Male,35-49,62,1
AKS010,2024-08,Male,50+,33,0
AKS010,2024-09,Female,<15,32,0
AKS010,2024-09,Female,15-24,113,1
AKS010,2024-09,Female,25-34,107,2
AKS010,2024-09,Female,35-49,93,2
AKS010,2024-09,Female,50+,34,0
AKS010,2024-09,Male,<15,,0
AKS010,2024-09,Male,15-24,69,0
AKS010,2024-09,Male,25-34,91,2
AKS010,2024-09,Male,35-49,64,1
AKS010,2024-09,M,50 and above,26,0
AKS010,2024-10,Female,<15,34,0
AKS010,2024-10,f,15 - 24,86,1
AKS010,2024-10,Female,25-34,118,4
AKS010,2024-10,female,35-49,67,2
AKS010,2024-10,Female,50+,34,0
AKS010,2024-10,M,<15,21,0
AKS010,2024-10,Male,15-24,76,1
AKS010,2024-10,Male,25-34,66,2
AKS010,2024-10,Male,35-49,56,2
AKS010,2024-10,M,50+,26,0
AKS010,2024-11,Female,<15,38,0
AKS010,2024-11,Female,15-24,113,1
AKS010,2024-11,Female,25-34,110,2
AKS010,2024-11,Female,35-49,83,1
AKS010,2024-11,Female,50+,42,0
AKS010,2024-11,Male,<15,28,0
AKS010,2024-11,Male,15-24,77,0
AKS010,2024-11,Male,25-34,83,1
AKS010,2024-11,male,35-49,64,1
AKS010,2024-11,Male,50+,27,0
AKS010,2024-12,Female,<15,46,0
AKS010,2024-12,Female,15-24,134,1
AKS010,2024-12,Female,25-34,118,2
AKS010,2024-12,F,35-49,106,2
AKS010,2024-12,Female,50 and above,51,0
AKS010,2024-12,Male,<15,33,0
AKS010,2024-12,Male,15-24,87,1
AKS010,2024-12,Male,25-34,108,2
AKS010,2024-12,Male,35-49,67,1
AKS010,2024-12,Male,50 and above,34,0
AKS011,2024-01,Female,<15,6,N/A
AKS011,2024-01,F,15-24,16,0
AKS011,2024-01,Female,25-34,17,0
AKS011,2024-01,F,35-49,12,0
AKS011,2024-01,F,50+,5,0
AKS011,2024-01,Male,<15,4,0
AKS011,2024-01,Male,15-24,10,0
AKS011,2024-01,Male,25-34,13,0
AKS011,2024-01,Male,35-49,8,0
AKS011,2024-01,M,50+,4,0
AKS011,2024-02,F,<15,6,0
AKS011,2024-02,Female,15-24,17,0
AKS011,2024-02,Female,25-34,18,1
AKS011,2024-02,Female,35-49,14,1
AKS011,2024-02,Female,50+,5,0
AKS011,2024-02,Male,<15,4,0
AKS011,2024-02,M,15-24,13,0
AKS011,2024-02,Male,25-34,13,1
AKS011,2024-02,Male,35-49,9,0
AKS011,2024-02,Male,50+,5,0
AKS011,2024-03,Female,<15,5,0
AKS011,2024-03,F,15-24,18,0
AKS011,2024-03,Female,25-34,18,0
AKS011,2024-03,Female,35-49,11,0
AKS011,2024-03,Female,50+,5,0
AKS011,2024-03,Male,<15,4,0
AKS011,2024-03,Male,15 - 24,12,0
AKS011,2024-03,Male,25-34,11,0
AKS011,2024-03,Male,35-49,10,0
AKS011,2024-03,Male,50+,5,0
AKS011,2024-04,Female,<15,6,0
AKS011,2024-04,Female,15-24,20,1
AKS011,2024-04,Female,25-34,22,3
AKS011,2024-04,Female,35-49,13,2
AKS011,2024-04,Female,50+,7,0
AKS011,2024-04,Male,<15,5,0
AKS011,2024-04,Male,15-24,14,1
AKS011,2024-04,Male,25-34,15,2
AKS011,2024-04,Male,35-49,11,1
AKS011,2024-04,Male,50+,5,0
AKS011,2024-05,female,<15,6,0
AKS011,2024-05,Female,15-24,19,0
AKS011,2024-05,Female,25-34,24,0
AKS011,2024-05,Female,35-49,14,0
AKS011,2024-05,Female,50+,7,0
AKS011,2024-05,Male,<15,4,0
AKS011,2024-05,Male,15-24,13,0
AKS011,2024-05,male,25-34,16,0
AKS011,2024-05,Male,35-49,12,0
AKS011,2024-05,Male,50 and above,4,0
AKS011,2024-06,Female,<15,7,0
AKS011,2024-06,Female,15-24,25,0
AKS011,2024-06,Female,25-34,22,1
AKS011,2024-06,Female,35-49,15,0
AKS011,2024-06,Female,50+,8,0
AKS011,2024-06,Male,<15,5,0
AKS011,2024-06,male,15-24,16,0
AKS011,2024-06,M,25-34,16,0
AKS011,2024-06,Male,35-49,13,0
AKS011,2024-06,Male,50+,5,0
AKS011,2024-07,Female,<15,8,0
AKS011,2024-07,female,15-24,23,0
AKS011,2024-07,Female,25-34,25,1
AKS011,2024-07,Female,35-49,21,1
AKS011,2024-07,F,50+,8,0
AKS011,2024-07,Male,<15,7,0
AKS011,2024-07,Male,15-24,19,0
AKS011,2024-07,Male,25-34,17,0
AKS011,2024-07,Male,35-49,12,0
AKS011,2024-07,Male,50+,5,0
AKS011,2024-08,Female,<15,9,0
AKS011,2024-08,Female,15-24,20,0
AKS011,2024-08,Female,25-34,23,2
AKS011,2024-08,Female,35-49,16,1
AKS011,2024-08,F,50+,8,0
AKS011,2024-08,Male,<15,5,0
AKS011,2024-08,Male,15-24,16,0
AKS011,2024-08,male,25-34,16,1
AKS011,2024-08,Male,35-49,11,1
AKS011,2024-08,Male,50+,6,0
AKS011,2024-09,Female,<15,7,0
AKS011,2024-09,Female,15-24,21,0
AKS011,2024-09,F,25-34,22,0
AKS011,2024-09,Female,35-49,17,0
AKS011,2024-09,Female,50+,8,0
AKS011,2024-09,Male,<15,4,0
AKS011,2024-09,Male,15-24,14,0
AKS011,2024-09,M,25-34,17,0
AKS011,2024-09,Male,35-49,12,0
AKS011,2024-09,Male,50+,5,0
AKS011,2024-10,Female,<15,6,0
AKS011,2024-10,F,15-24,14,0
AKS011,2024-10,Female,25-34,19,0
AKS011,2024-10,F,35-49,12,0
AKS011,2024-10,Female,50+,5,0
AKS011,2024-10,Male,<15,3,0
AKS011,2024-10,Male,15-24,11,0
AKS011,2024-10,Male,25-34,12,0
AKS011,2024-10,Male,35-49,10,0
AKS011,2024-10,Male,50+,3,0
AKS011,2024-11,Female,<15,6,0
AKS011,2024-11,Female,15-24,20,1
AKS011,2024-11,Female,25-34,19,1
AKS011,2024-11,Female,35-49,12,1
AKS011,2024-11,Female,50+,6,0
AKS011,2024-11,Male,<15,4,0
AKS011,2024-11,Male,15 - 24,13,0
AKS011,2024-11,M,25-34,14,1
AKS011,2024-11,Male,35-49,10,1
AKS011,2024-11,M,50+,5,0
AKS011,2024-12,Female,<15,5,0
AKS011,2024-12,Female,15-24,15,0
AKS011,2024-12,Female,25-34,20,2
AKS011,2024-12,Female,35-49,15,1
AKS011,2024-12,Female,50+,5,0
AKS011,2024-12,Male,<15,4,0
AKS011,2024-12,Male,15-24,13,0
AKS011,2024-12,Male,25-34,14,1
AKS011,2024-12,Male,35-49,8,1
AKS011,2024-12,M,50+,4,0
AKS012,2024-01,Female,<15,53,2
AKS012,2024-01,Female,15-24,175,6
AKS012,2024-01,F,25-34,152,11
AKS012,2024-01,Female,35-49,113,8
AKS012,2024-01,F,50+,55,2
AKS012,2024-01,Male,<15,38,N/A
AKS012,2024-01,M,15-24,108,4
AKS012,2024-01,Male,25-34,131,10
AKS012,2024-01,Male,35-49,84,6
AKS012,2024-01,Male,50+,35,1
AKS012,2024-02,Female,<15,56,1
AKS012,2024-02,Female,15-24,159,4
AKS012,2024-02,Female,25-34,138,7
AKS012,2024-02,Female,35-49,103,5
AKS012,2024-02,Female,50+,46,1
AKS012,2024-02,Male,<15,39,1
AKS012,2024-02,male,15-24,93,2
AKS012,2024-02,Male,25-34,115,5
AKS012,2024-02,Male,35-49,81,4
AKS012,2024-02,Male,50+,35,0
AKS012,2024-03,Female,<15,61,1
AKS012,2024-03,Female,15-24,185,3
AKS012,2024-03,Female,25-34,164,
AKS012,2024-03,Female,35-49,137,5
AKS012,2024-03,female,50+,59,1
AKS012,2024-03,Male,0-14,51,1
AKS012,2024-03,Male,15-24,118,2
AKS012,2024-03,Male,25-34,137,5
AKS012,2024-03,Male,35-49,89,3
AKS012,2024-03,Male,50+,43,0
AKS012,2024-04,Female,<15,64,2
AKS012,2024-04,Female,15-24,189,7
AKS012,2024-04,Female,25-34,193,16
AKS012,2024-04,F,35-49,175,14
AKS012,2024-04,female,50+,83,3
AKS012,2024-04,Male,<15,54,2
AKS012,2024-04,Male,15-24,136,5
AKS012,2024-04,Male,25-34,158,13
AKS012,2024-04,Male,35-49,107,9
AKS012,2024-04,Male,50+,53,2
