facility_id,facility_name,state,lga,report_month,hts_tst,hts_tst_pos,tx_new,tx_curr,tx_ml,pmtct_stat,pmtct_stat_pos,pmtct_art,tb_screen,tb_pos,vl_eligible,vl_result_received,vl_suppressed,date_submitted,reported_by
CRS002,COMPREHENSIVE HEALTH CENTRE IKOM,Cross River,Ikom,2024-11-30,123,1,0,279,3,16,1,0,216,4,229,146,129,2024-12-11,Data Clerk
RIV010,Teaching Hospital Ahoada East II,Rivers,Ahoada East,2023-06-30,905,22,20,3122,11,121,1,0,2644,54,2144,1656,1446,2023-07-15,Facility Focal Person
FCT008,Teaching Hospital Gwagwalada II,FCT,Gwagwalada,2024-06-30,979,52,42,"4,709",69,253,11,8,3427,77,3681,3324,2780,2024-07-18,M&E Officer
CRS003,Specialist Hospital Ogoja,Cross River,Ogoja,2022-11-30,1066,26,18,5422,52,304,8,6,3682,73,4311,2650,2229,2022-12-13,Facility Focal Person
LAG004,Comprehensive Health Centre Surulere,Lagos,Surulere,30/04/2023,684,7,5,619,4,167,1,0,344,3,437,270,237,2023-05-18,M&E Officer
kad008,Model Primary Health Centre Zaria II,Kaduna,Zaria,2022-10-31,280,14,10,1211,19,37,0,0,862,18,915,782,665,2022-11-16,Data Clerk
NAS013,General Hospital Keffi II,Nasarawa,Keffi,2022-06-30,673,24,18,1629,4,158,5,4,936,16,1153,737,711,2022-07-21,M&E Officer
riv004,  Model Primary Health Centre Ahoada East ,Rivers,Ahoada East,2024-06-30,618,19,17,846,7,157,1,0,NULL,9,698,589,576,2024-07-18,M&E Officer
TMP001,MISSION HOSPITAL AMAC,FCT,AMAC,2024-05-31,1155,13,12,1176,18,239,0,0,817,10,906,714,589,2024-06-21,M&E Officer
AKS005,Comprehensive Health Centre Oron,Akwa Ibom,Oron,2022-06-30,149,1,0,1275,19,29,0,0,929,11,1072,1009,942,2022-07-16,Data Clerk
AKS001,Comprehensive Health Centre Uyo,Akwa Ibom,Uyo,2024-10-31,565,6,5,330,0,135,1,0,244,3,258,244,228,2024-11-15,Data Clerk
TMP001,Specialist Hospital Khana II,Rivers,Khana,2023-06-30,435,30,24,2384,22,59,1,0,2098,37,1652,1085,1026,2023-07-15,Facility Focal Person
AKS005,Comprehensive Health Centre Oron,Akwa Ibom,Oron,Feb-2023,115,1,0,1167,21,29,0,0,950,18,917,848,739,2023-03-11,Facility Focal Person
CRS003,Specialist Hospital Ogoja,Cross-River,Ogoja,2024-03-31,1671,56,45,5180,35,175,2,1,4288,83,4350,3302,2723,2024-04-18,Facility Focal Person
FCT003,Specialist Hospital Gwagwalada,F.C.T.,Gwagwalada,2024-07-31,763,25,24,5090,45,80,2,1,3852,71,3762,2662,2280,2024-08-15,Data Clerk
NAS015,Specialist Hospital Nasarawa II,Nasarawa,Nasarawa,2024-11-30,971,47,40,3397,61,292,9,7,2135,34,2789,2336,2283,2024-12-11,M&E Officer
NAS999,Primary Health Centre Otukpo II,Benue,Otukpo,2024-06-30,359,5,3,430,7,99,2,1,274,6,373,275,262,2024-07-13,M&E Officer
LAG005,Mission Hospital Agege,Lagos,Agege,30/06/2024,1398,28,19,1794,20,166,1,0,1455,18,1420,1055,926,2024-07-16,M&E Officer
CRS006,Primary Health Centre Calabar Municipal II,Cross River,Calabar Municipal,2023-04-30,578,18,13,1310,16,176,2,1,1104,19,902,,553,2023-05-29,M&E Officer
AKS011,Comprehensive Health Centre Etinan II,AKWA IBOM,Etinan,2023-05-31,123,6,4,3140,2,22,0,0,241,5,245,169,161,2023-06-21,Data Clerk
AKS012,  Cottage Hospital Oron II ,Akwa Ibom,Oron,2024-10-31,1148,57,45,1356,13,275,3,2,1051,14,1000,557,459,2024-11-11,Facility Focal Person
AKS001,Comprehensive Health Centre Uyo,Akwa Ibom,Uyo,2023-08-31,689,6,5,324,4,101,3,2,192,4,271,219,210,2023-09-13,Facility Focal Person
LAG010,Primary Health Centre Surulere II,Lagos,Surulere,2023-06-30,505,20,,957,3,121,0,0,776,14,734,476,461,2023-07-18,Data Clerk
LAG004,  Comprehensive Health Centre Surulere ,Lagos,Surulere,2023-10-31,407,11,10,637,2,55,0,0,355,5,570,484,430,2023-11-18,M&E Officer
CRS007,Model Primary Health Centre Ikom II,Cross River,Ikom,2022-04-30,98,4,3,313,5,11,1,0,285,6,282,244,226,2022-05-16,Facility Focal Person
TMP001,Mission Hospital Degema,rivers ,Degema,2023-10-31,145,,2,"1,354",11,37,0,0,898,21,1006,836,782,2023-11-13,Facility Focal Person
AKS013,Model Primary Health Centre Abak II,Akwa Ibom,Abak,2022-12-31,268,9,7,565,5,50,1,0,532,13,417,303,271,2023-01-11,Data Clerk
KAD008,Model Primary Health Centre Zaria II,Kaduna,Zaria,2022-08-31,333,16,14,1219,24,62,1,0,700,7,931,782,708,2022-09-13,Facility Focal Person
CRS014,Comprehensive Health Centre Obudu II,Cross River,Obudu,31/08/2023,347,3,2,149,1,79,1,0,88,0,116,83,68,2023-09-16,Data Clerk
RIV003,Comprehensive Health Centre Khana,Rivers,Khana,2023-03-31,293,11,9,1032,3,56,3,2,969,17,854,520,449,2023-04-16,Facility Focal Person
NAS005,Mission Hospital Nasarawa,Nasarawa,Nasarawa,31/01/2022,917,22,20,171,1,203,1,0,128,4,128,91,79,2022-03-01,Data Clerk
NAS002,Cottage Hospital Karu,Nasarawa,Karu,2023-10-31,469,7,6,308,2,143,1,0,262,3,212,118,114,2023-11-16,M&E Officer
RIV014,Cottage Hospital Obio/Akpor II,Rivers,Obio/Akpor,2023-10-31,846,12,11,662,2,87,2,1,627,13,550,434,404,2023-11-13,Facility Focal Person
NAS012,Mission Hospital Karu II,Nasarawa,Karu,31/07/2023,946,28,27,"1,326",22,289,7,5,831,23,930,541,495,2023-08-18,Data Clerk
CRS011,Comprehensive Health Centre Calabar Municipal II,Cross River,Calabar Municipal,2022-07-31,410,11,8,454,4,60,2,1,312,6,419,275,264,2022-08-21,M&E Officer
NAS014,Teaching Hospital Akwanga II,Nasarawa,Akwanga,2023-07-31,2626,66,59,4877,36,588,3,2,2864 ,43,4079,2443,2077,2023-08-13,Facility Focal Person
BEN004,General Hospital Okpokwu,Benue,Okpokwu,2024-10-31,888,NULL,8,423,6,272,0,0,375,11,355,228,190,2024-11-21,M&E Officer
BEN010,MODEL PRIMARY HEALTH CENTRE OKPOKWU II,Benue,Okpokwu,2023-01-31,245,2,1,777,5,54,0,0,695,15,557,333,317,2023-02-11,Facility Focal Person
AKS002,General Hospital Ikot Ekpene,Akwa Ibom,Ikot Ekpene,2024-11-30,217,3,2,528,6,23,0,0,467,4,410,nil,,2024-12-21,Facility Focal Person
RIV014,  Cottage Hospital Obio/Akpor II ,Rivers,Obio/Akpor,31/01/2023,812,14,12,627,11,228,1,0,590,12,532,455,394,2023-02-15,Facility Focal Person
RIV007,Primary Health Centre Port Harcourt II,Rivers,Port Harcourt,2024-08-31,479,4,3,599,7,143,1,0,412,7,504,332,303,2024-09-11,Facility Focal Person
RIV008,Teaching Hospital Obio/Akpor II,Rivers,Obio/Akpor,2023-04-30,1499,61,45,4064,39,325,9,8,3853,69,3086,2835,2557,2023-05-15,Data Clerk
FCT007,Specialist Hospital Bwari II,FCT,Bwari,Jun-2023,2536,37,26,"4,346",68,490,6,4,  ,80,3941,3494,3198,2023-07-13,M&E Officer
CRS002,Comprehensive Health Centre Ikom,Cross River,Ikom,2022-07-31,163,9,7,173,1,43,0,0,156,0,132,96,88,2022-08-15,M&E Officer
RIV009,Mission Hospital Khana II,Rivers,Khana,2022-04-30,376,2,1,867,3,100,0,0,732,15,672,548,486,2022-05-18,Facility Focal Person
KAD014,  General Hospital Sabon Gari II ,Kaduna,Sabon Gari,2024-08-31,3000,10,8,2152,18,76,2,1,1752,26,1783,1669,1414,2024-10-16,Facility Focal Person
NAS001,Model Primary Health Centre Lafia,Nasarawa,Lafia,2022-02-28,138,2,1,506,5,18,0,0,430,9,367,280,257,2022-03-13,Facility Focal Person
BEN011,MODEL PRIMARY HEALTH CENTRE KATSINA-ALA II,Benue,Katsina-Ala,30/09/2022,218,15,13,324,5,37,1,0,284,3,226,198,186,2022-10-13,Data Clerk
LAG014,COTTAGE HOSPITAL LAGOS ISLAND II,Lagos,Lagos Island,2023-06-30,662,9,6,1800,12,190,2,1,1190,21,1282,1139,1087,2023-07-11,Data Clerk
CRS006,Primary Health Centre Calabar Municipal II,Cross-River,Calabar Municipal,31/12/2022,431,19,13,1290,18,99,2,1,1180,20,1009,610,547,2023-01-18,Data Clerk
BEN009,Primary Health Centre Otukpo II,Benue,Otukpo,2022-03-31,199,3,2,481,7,42,1,0,398,4,418,309,257,2022-04-11,Data Clerk
NAS010,Teaching Hospital Nasarawa II,Nasarawa,Nasarawa,31/10/2024,2338,100,85,5802,15,418,11,9,3397,64,4927,3497,3065,2024-11-13,Facility Focal Person
CRS014,Comprehensive Health Centre Obudu II,Cross-River,Obudu,2022-08-31,330,1,0,103,0,40,0,0,75,0,71,47,45,2022-09-16,Facility Focal Person
CRS014,Comprehensive Health Centre Obudu II,Cross-River,Obudu,31/10/2024,301,6,4,204,3,65,1,0,181,3,154,90,77,2024-11-15,M&E Officer
KAD011,  Primary Health Centre Kaduna North II ,Kaduna,Kaduna North,Dec-2022,170,5,4,562,5,52,3,2,376,13,419,303,266,2023-01-29,Data Clerk
LAG013,  Specialist Hospital Ikorodu II ,Lagos,Ikorodu,29/02/2024,2312,115,85,6203,66,248,5,4,3564,68,4908,3472,2972,2024-03-15,Data Clerk
LAG005,Mission Hospital Agege,Lagos,Agege,2023-12-31,1012,28,25,1763,4,187,1,0,1154,24,1333,1002,945,2024-01-18,Facility Focal Person
BEN008,Teaching Hospital Gboko II,Benue,Gboko,2023-01-31,2365,64,63,6202,12,356,7,6,5048,88,4360,3149,2758,2023-02-21,M&E Officer
LAG001,Primary Health Centre Ikorodu,Lagos,Ikorodu,2022-03-31,460,2,1,185,0,126,1,0,168,4,140,128,124,2022-04-11,Facility Focal Person
BEN010,Model Primary Health Centre Okpokwu II,Benue,Okpokwu,2022-12-31,211,4,3,781,11,44,0,0,487,4,620,498,417,2023-01-16,M&E Officer
AKS014,Primary Health Centre Ikono II,Akwa Ibom,Ikono,2024-06-30,279,10,7,609,3,34,1,0,419,6,418,265,253,2024-07-18,Data Clerk
LAG004,Comprehensive Health Centre Surulere,Lagos,Surulere,2023-11-30,384,5,4,629,12,60,2,1,551,8,489,287,258,2023-12-13,Facility Focal Person
AKS012,Cottage Hospital Oron II,AKWA IBOM,Oron,2023-03-31,863,38,37,787,9,175,3,2,643,6,706,615,547,2023-04-11,Facility Focal Person
CRS003,Specialist Hospital Ogoja,Cross River,Ogoja,2024-07-31,2120,45,37,5097,41,561,10,9,4059,65,3858,2533,2259,2024-08-21,Facility Focal Person
BEN014,  Comprehensive Health Centre Gboko II ,Benue,Gboko,Feb-2022,322,5,4,908,4,46,0,0,809,20,763,455,435,2022-03-11,Facility Focal Person
BEN006,PRIMARY HEALTH CENTRE VANDEIKYA,Benue,Vandeikya,2023-05-31,228,9,8,339,3,58,2,1,258,6,278,258,212,2023-06-18,Facility Focal Person
NAS010,Teaching Hospital Nasarawa II,Nasarawa,Nasarawa,Mar-2023,2009,70,63,"4,792",28,384,11,8,3492,58,4307,3905,3477,2023-04-18,M&E Officer
AKS009,Primary Health Centre Ikot Ekpene II,Akwa Ibom,Ikot Ekpene,2022-11-30,76,2,1,229,4,19,0,0,191,3,200,158,129,2022-12-21,Data Clerk
FCT015,Comprehensive Health Centre Abaji II,Federal Capital Territory,Abaji,2022-03-31,116,4,3,884,10,13,0,0,631,9,698,649,540,2022-04-16,Data Clerk
FCT010,Model Primary Health Centre Abaji II,F.C.T.,Abaji,2023-08-31,503,15,13,387,4,87,2,1,304,4,270,207,197,2023-09-21,Facility Focal Person
RIV009,Mission Hospital Khana II,Rivers,Khana,2022-11-30,350,3,2,829,2,79,1,0,708,12,638,497,452,2022-12-13,Data Clerk
CRS015,Model Primary Health Centre Akamkpa II,Cross River,Akamkpa,2024-02-29,93,2,1,504,1,19,0,0,462,7,362,275,241,2024-03-16,M&E Officer
XXX999,  Comprehensive Health Centre Khana ,Rivers,Khana,2024-07-31,410,26,25,1081,20,51,1,0,952,24,788,730,630,2024-08-21,Data Clerk
AKS004,Comprehensive Health Centre Etinan,Akwa Ibom,Etinan,2024-03-31,277,17,15,946,12,50,1,0,608,8,707,601,524,2024-04-11,Facility Focal Person
RIV012,PRIMARY HEALTH CENTRE ELEME II,Rivers,Eleme,28/02/2023,458,20,15,923,2,125,4,3,605,16,819,503,435,2023-03-13,M&E Officer
BEN009,Primary Health Centre Otukpo II,Benue,Otukpo,31/07/2022,245,4,3,478,1,69,2,1,324,3,331,282,270,2022-08-29,Facility Focal Person
AKS009,Primary Health Centre Ikot Ekpene II,Akwa Ibom,Ikot Ekpene,30/04/2024,83,4,3,225,3,20,2,1,139,1,158,125,109,2024-05-11,Facility Focal Person
LAG002,Specialist Hospital Lagos Island,Lagos,Lagos Island,2023-12-31,1934,86,65,"5,848",15,496,5,3,5518,95,5089,4507,4371,2024-02-15,Facility Focal Person
FCT014,  General Hospital Kuje II ,FCT,Kuje,31/05/2022,1149,28,25,2485,43,300,9,8,1771,34,1848,1648,1397,2022-06-13,M&E Officer
RIV005,Mission Hospital Degema,Rivers,Degema,Aug-2022,149,  ,4,1484,18,30,1,0,1117,18,1115,668,554,2022-09-16,Data Clerk
NAS002,Cottage Hospital Karu,Nasarawa,Karu,2022-10-31,381,4,2,311,5,109,0,0,277,4,244,144,122,2022-11-11,Data Clerk
LAG005,  Mission Hospital Agege ,Lagos,Agege,2023-06-30,1647,49,44,1651,15,500,6,4,1051,16,1216,845,781,2023-07-13,Data Clerk
LAG014,Cottage Hospital Lagos Island II,Lagos,Lagos Island,Sep-2022,647,12,9,1923,37,141,0,0,1444,29,1348,1000,911,2022-10-18,Facility Focal Person
CRS005,Teaching Hospital Akamkpa,Cross River,Akamkpa,2022-04-30,908,26,24,4604,84,146,3,2,2763,60,3176,2885,2503,2022-05-16,M&E Officer
NAS008,  Comprehensive Health Centre Keffi II ,Nasarawa,Keffi,30/04/2024,93,1,0,775,3,29,0,0,627,10,603,380,325,2024-05-13,Facility Focal Person
FCT006,Mission Hospital AMAC II,FCT,AMAC,2022-06-30,627,18,14,2319,45,70,0,0,1513,24,1848,1735,1455,2022-07-13,M&E Officer
RIV008,Teaching Hospital Obio/Akpor II,Rivers,Obio/Akpor,2022-09-30,1521,73,60,4000,29,391,14,10,3251 ,50,2825,2110,2041,2022-10-13,Data Clerk
CRS004,Comprehensive Health Centre Obudu,Cross River,Obudu,2024-11-30,215,7,6,463,7,31,1,0,423,9,411,387,322,2024-12-29,Facility Focal Person
KAD013,Specialist Hospital Zaria II,Kaduna,Zaria,2022-09-30,2218,76,65,1882,30,436,13,12,1461,28,1493,978,939,2022-10-16,Facility Focal Person
RIV010,Teaching Hospital Ahoada East II,Rivers,Ahoada East,2022-08-31,877,12,10,3238,43,246,0,0,2295,34,2572,1934,1681,2022-09-16,M&E Officer
AKS002,General Hospital Ikot Ekpene,Akwa Ibom,Ikot Ekpene,2024-02-29,272,0,0,581,1,28,1,0,  ,3,467,421,378,2024-03-13,Facility Focal Person
NAS011,MISSION HOSPITAL LAFIA II,Nasarawa,Lafia,2023-12-31,1032,11,8,2473,39,196,2,1,2159,37,1716,1202,1096,2024-01-21,Data Clerk
FCT009,Model Primary Health Centre Kuje II,FCT,Kuje,30/04/2023,158,12,10,457,4,37,2,1,315,3,377,295,246,2023-05-16,Data Clerk
NAS002,COTTAGE HOSPITAL KARU,Nasarawa,Karu,2023-05-31,511,4,2,303,4,103,1,0,279,2,267,233,215,2023-06-18,M&E Officer
KAD006,Specialist Hospital Kaduna North II,Kaduna,Kaduna North,31/07/2023,2240,30,26,1659,8,318,2,1,1570,28,1520,NULL,1171,2023-08-15,Facility Focal Person
LAG015,Model Primary Health Centre Badagry II,Lagos,Badagry,2022-02-28,207,11,9,1142,21,31,3,2,982,12,883,735,663,2022-03-18,Facility Focal Person
RIV002,Teaching Hospital Obio/Akpor,Rivers,Obio/Akpor,30/09/2023,1944,34,28,4498,87,443,11,8,3774,63,3575,2801,2531,2023-10-13,Facility Focal Person
AKS003,MODEL PRIMARY HEALTH CENTRE EKET,Akwa Ibom,Eket,2024-01-31,501,5,4,383,6,134,1,0,284,5,288,207,181,2024-02-16,M&E Officer
AKS004,Comprehensive Health Centre Etinan,Akwa Ibom,Etinan,31/08/2024,239,-,5,937,18,67,1,0,572,9,813,610,551,2024-09-18,Facility Focal Person
NAS004,Cottage Hospital Akwanga,Nasarawa,Akwanga,Sep-2022,295,8,6,449,5,89,4,3,273,4,349,299,273,2022-10-15,Facility Focal Person
CRS004,Comprehensive Health Centre Obudu,Cross River,Obudu,2022-04-30,203,4,3,465,1,32,1,0,277,5,326,214,189,2022-05-29,Facility Focal Person
RIV009,Mission Hospital Khana II,Rivers,Khana,2024-11-30,446,7,6,762,3,89,0,0,507,8,644,469,389,2024-12-18,Data Clerk
NAS009,Cottage Hospital Akwanga II,Nasarawa,Akwanga,2024-11-30,1065,2,1,485,5,316,1,0,414,10,357,332,280,2024-12-11,Facility Focal Person
LAG013,SPECIALIST HOSPITAL IKORODU II,Lagos,Ikorodu,2024-12-31,2501,118,99,6392,67,793,24,18,5106,92,5706,4031,3348,2025-01-16,Facility Focal Person
KAD003,Mission Hospital Zaria,Kaduna,Zaria,2023-02-28,1168,66,50,2641,30,351,9,7,2415,45,2377,1888,1708,2023-03-16,Facility Focal Person
KAD014,  General Hospital Sabon Gari II ,Kaduna,Sabon Gari,2023-01-31,164,2,1,2575,15,34,0,0,2050,34,1834,1351,1115,2023-02-11,Data Clerk
LAG010,Primary Health Centre Surulere II,Lagos,Surulere,30/11/2024,377,17,16,1007,7,87,2,1,743,19,715,651,573,2024-12-18,Facility Focal Person
RIV006,  COTTAGE HOSPITAL ELEME ,Rivers,Eleme,2022-02-28,1032,46,36,2260,38,166,8,6,1978,35,1768,1498,1389,2022-03-16,M&E Officer
CRS009,Comprehensive Health Centre Obudu II,Cross River,Obudu,Apr-2024,465,26,22,922,10,69,3,2,792,9,663,431,420,2024-05-29,Data Clerk
KAD014,General Hospital Sabon Gari II,Kaduna,Sabon Gari,2023-08-31,241,10,9,2431,44,50,1,0,1922,30,1689,947,843,2023-09-18,M&E Officer
BEN001,Mission Hospital Makurdi,Benue,Makurdi,31/12/2024,1118,10,9,"1,629",30,323,2,1,1072,15,1286,743,692,2025-01-13,Data Clerk
RIV002,Teaching Hospital Obio/Akpor,Rivers,Obio/Akpor,2023-07-31,2114,30,25,4590,72,627,6,4,2754,52,3601,3400,2941,2023-08-13,M&E Officer
NAS004,Cottage Hospital Akwanga,Nasarawa,Akwanga,2024-04-30,413,14,11,556,2,41,0,0,487,7,503,293,249,2024-06-15,Facility Focal Person
AKS005,Comprehensive Health Centre Oron,Akwa Ibom,Oron,2022-07-31,137,2,1,1270,6,17,0,0,856,15,1021,717,678,2022-08-16,M&E Officer
KAD004,Specialist Hospital Sabon Gari,Kaduna,Sabon Gari,2023-12-31,2261,91,69,4831,25,723,20,17,2995,50,4199,2451,2371,2024-01-11,Data Clerk
LAG009,Mission Hospital Badagry II,Lagos,Badagry,2024-11-30,-,6,5,"2,282",9,110,1,0,2063,38,1625,1376,1254,2024-12-15,M&E Officer
LAG012,Primary Health Centre Alimosho II,Lagos,Alimosho,2023-08-31,-,3,2,638,7,78,1,0,468,6,493,346,332,2023-09-13,Facility Focal Person
AKS009,Primary Health Centre Ikot Ekpene II,Akwa Ibom,Ikot Ekpene,2022-10-31,60,1,0,232,1,17,1,0,138,7,169,135,116,2022-11-15,Data Clerk
NAS001,Model Primary Health Centre Lafia,Nasarawa,Lafia,2023-09-30,199,1,0,428,7,56,0,0,383,5,353,315,290,2023-10-13,Facility Focal Person
KAD002,Teaching Hospital Kaduna South,Kaduna,Kaduna South,Sep-2024,N/A,11,10,3540,53,486,2,1,,32,3220,2813,2670,2024-10-13,Facility Focal Person
NAS005,Mission Hospital Nasarawa,Nasarawa,Nasarawa,2024-08-31,1530,29,23,795,13,288,2,1,742,9,640,533,506,2024-10-16,Data Clerk
AKS007,Teaching Hospital Ikono,Akwa Ibom,Ikono,31/12/2023,680,5,3,5524,109,nil,0,0,4807,83,3831,2847,2705,2024-01-13,Data Clerk
KAD005,Cottage Hospital Chikun,Kaduna,Chikun,Apr-2023,509,8,6,315,2,106,1,0,209,3,256,192,169,2023-05-15,Data Clerk
AKS012,Cottage Hospital Oron II,Akwa Ibom,Oron,2023-08-31,1155,42,36,939,18,185,4,3,823,14,776,615,569,2023-09-11,M&E Officer
RIV002,Teaching Hospital Obio/Akpor,Rivers,Obio/Akpor,2023-11-30,1485,28,23,4419,88,183,3,2,2509,54,3912,3445,2943,2024-01-15,Data Clerk
AKS011,Comprehensive Health Centre Etinan II,Akwa Ibom,Etinan,2024-04-30,121,14,11,338,1,19,1,0,295,5,238,144,130,2024-05-15,Data Clerk
RIV004,Model Primary Health Centre Ahoada East,Rivers,Ahoada East,Dec-2024,455,12,11,856,8,100,2,1,510,5,600,342,295,2025-01-15,M&E Officer
KAD001,Model Primary Health Centre Kaduna North,Kaduna,Kaduna North,2022-01-31,150,8,7,811,2,18,0,0,455,11,720,607,531,2022-02-13,Facility Focal Person
RIV011,Model Primary Health Centre Degema II,Rivers,Degema,2022-08-31,271,19,14,874,6,79,1,0,503,8,643,370,338,2022-09-15,M&E Officer
NAS013,General Hospital Keffi II,Nasarawa,Keffi,2024-10-31,652,40,30,1684,32,79,6,5,1244,24,1203,1075,1016,2024-11-18,Data Clerk
LAG001,Primary Health Centre Ikorodu,Lagos,Ikorodu,2022-06-30,530,11,,211,2,128,1,0,159,3,189,118,99,2022-07-21,M&E Officer
LAG006,Specialist Hospital Alimosho,Lagos,Alimosho,2024-01-31,685,9,8,4638,56,105,0,0,3700,80,3528,2699,NULL,2024-02-29,M&E Officer
LAG004,Comprehensive Health Centre Surulere,Lagos,Surulere,2023-12-31,548,7,5,623,11,103,3,2,465,10,511,338,285,2024-01-21,Data Clerk
FCT009,Model Primary Health Centre Kuje II,FCT,Kuje,2023-09-30,132,8,7,465,5,35,3,2,280,7,408,384,352,2023-10-13,Facility Focal Person
NAS005,Mission Hospital Nasarawa,Nasarawa,Nasarawa,2022-09-30,1214,25,21,324,0,339,3,2,297,5,222,143,128,2022-10-13,Facility Focal Person
AKS015,Mission Hospital Uyo II,Akwa Ibom,Uyo,2024-11-30,879,36,31,"2,434",14,188,191,4,2125,28,2197,1437,1324,2024-12-16,M&E Officer
KAD010,Cottage Hospital Chikun II,Kaduna,Chikun,2022-04-30,244,13,12,946,7,28,0,0,858,17,655,472,455,2022-05-18,Data Clerk
CRS012,Model Primary Health Centre Ikom II,Cross River,Ikom,31/01/2022,287,4,3,850,3,69,0,0,591,11,772,654,627,2022-02-11,M&E Officer
CRS007,Model Primary Health Centre Ikom II,Cross River,Ikom,2022-08-31,110,3,2,315,1,12,0,0,239,1,249,,173,2022-09-16,Data Clerk
NAS002,Cottage Hospital Karu,Nasarawa,Karu,Aug-2024,508,1,0,291,5,159,1,0,161,2,225,209,189,2024-09-11,M&E Officer
FCT005,Primary Health Centre Abaji,FCT,Abaji,2023-09-30,477,12,9,538,5,137,2,1,311,5,455,278,251,2023-10-13,M&E Officer
AKS013,Model Primary Health Centre Abak II,Akwa Ibom,Abak,2022-01-31,292,12,11,493,9,68,0,0,440,7,401,333,311,2022-02-16,Facility Focal Person
FCT014,General Hospital Kuje II,FCT,Kuje,2023-03-31,1063,61,53,"2,490",26,333,6,5,2272,40,1759,1113,934,2023-04-13,Data Clerk
RIV002,Teaching Hospital Obio/Akpor,Rivers,Obio/Akpor,2022-09-30,2180,47,41,"4,836",82,472,4,3,3715,69,4220,3580,3110,2022-10-11,Facility Focal Person
FCT012,Mission Hospital Bwari II,FCT,Bwari,2023-12-31,766,20,17,2858,9,176,2,1,2580,52,2095,1225,1153,2024-01-29,Data Clerk
KAD014,General Hospital Sabon Gari II,Kaduna,Sabon Gari,2022-02-28,  ,7,5,2848,43,N/A,2,1,2128,32,2310,1744,1463,2022-03-15,Data Clerk
NAS012,Mission Hospital Karu II,Nasarawa,Karu,2022-05-31,842,17,14,1331,22,138,4,3,1072,16,1011,762,716,2022-06-16,Facility Focal Person
KAD007,Model Primary Health Centre Kaduna South II,Kaduna,Kaduna South,2023-11-30,239,5,4,1128,9,45,1,0,790,16,,665,647,2023-12-16,M&E Officer
LAG012,Primary Health Centre Alimosho II,Lagos,Alimosho,2022-03-31,226,10,9,604,2,36,1,0,518,11,417,264,223,2022-04-15,Facility Focal Person
CRS007,Model Primary Health Centre Ikom II,Cross River,Ikom,2023-03-31,120,1,0,303,5,36,1,0,173,3,216,147,133,2023-04-21,M&E Officer
AKS002,GENERAL HOSPITAL IKOT EKPENE,Akwa Ibom,Ikot Ekpene,2024-10-31,257,3,2,532,2,57,0,0,362,7,484,444,422,2024-11-18,M&E Officer
CRS001,Model Primary Health Centre Calabar Municipal,Cross River,Calabar Municipal,2024-01-31,203,12,10,689,5,58,2,1,597,14,480,312,296,2024-02-13,Facility Focal Person
BEN002,SPECIALIST HOSPITAL GBOKO,Benue,Gboko,2023-02-28,2502,39,35,4616,89,755,7,6,2964,56,3264,2748,2542,2023-03-16,Data Clerk
BEN012,Cottage Hospital Vandeikya II,Benue,Vandeikya,2024-03-31,512,3,2,455,7,77,0,0,412,9,326,292,272,2024-04-15,M&E Officer
FCT011,  Cottage Hospital AMAC II ,FCT,AMAC,Apr-2022,324,22,20,2343,39,65,4,3,1777,32,2159,1834,1527,2022-05-13,M&E Officer
RIV004,Model Primary Health Centre Ahoada East,Rivers,Ahoada East,2023-11-30,412,12,,851,11,80,0,0,519,12,668,397,368,2023-12-29,Facility Focal Person
RIV001,Model Primary Health Centre Port Harcourt,Rivers,Port Harcourt,2022-12-31,99,1,0,1035,21,20,0,0,838,18,730,592,492,2023-01-13,M&E Officer
BEN003,  General Hospital Otukpo ,Benue,Otukpo,2024-11-30,573,24,21,2294,20,64,2,1,2051,52,2006,1301,1222,2024-12-29,Facility Focal Person
AKS005,Comprehensive Health Centre Oron,Akwa Ibom,Oron,2023-11-30,123,1,0,1069,13,23,0,0,858,14,750,444,433,2023-12-16,M&E Officer
BEN001,Mission Hospital Makurdi,Benue,Makurdi,2023-12-31,806,4,3,1808,24,118,0,0,1091,25,1639,934,839,2024-01-18,M&E Officer
RIV009,Mission Hospital Khana II,Rivers,Khana,31/05/2024,544,6,N/A,775,5,171,3,2,-,10,639,414,404,2024-06-21,Data Clerk
RIV008,Teaching Hospital Obio/Akpor II,Rivers,Obio/Akpor,2023-07-31,1599,84,76,4050,76,367,8,6,3383,60,3264,2768,2315,2023-08-21,Facility Focal Person
FCT009,Model Primary Health Centre Kuje II,Federal Capital Territory,Kuje,2022-10-31,137,N/A,6,445,4,35,2,1,255,5,318,216,nil,2022-11-21,M&E Officer
FCT014,GENERAL HOSPITAL KUJE II,FCT,Kuje,2022-04-30,1194,40,34,2503,39,275,7,6,1555,31,1875,1163,1040,2022-05-15,Data Clerk
RIV011,Model Primary Health Centre Degema II,Rivers,Degema,2023-04-30,387,13,9,880,5,85,2,1,597,9,642,560,464,2023-05-15,M&E Officer
